BANK_INVESTMENT,TERM,INTEREST_RATE,EMPLOYEMENT_DURATION,ANNUAL_INCOME,STATUS,LOAN_PURPOSE,STATE,DTI,INITIAL_LIST_STATUS,RECEIVED_INTEREST_TOTAL,RECEIVED_LATE_FEE,APPLICATION_TYPE,TOTAL_COLLECTION_AMOUNT,TOTAL_CURRENT_BALANCE,LOAN_STATUS
22000.0,36,7.62,10,100000.0,Source Verified,credit_card,SC,6.56,f,1340.17,0.0,INDIVIDUAL,,,1.0
25175.0,60,19.99,7,63000.0,Verified,debt_consolidation,PA,32.96,f,2821.18,0.0,INDIVIDUAL,0.0,103344.0,0.0
6000.0,60,24.08,10,41000.0,Source Verified,small_business,NY,26.55,f,2894.1,0.0,INDIVIDUAL,0.0,28451.0,0.0
25000.0,60,11.44,-1,65000.0,Verified,debt_consolidation,IL,28.48,f,2642.25,0.0,INDIVIDUAL,8238.0,255828.0,0.0
7500.0,36,15.61,2,22000.0,Verified,debt_consolidation,TN,37.1,w,370.79,0.0,INDIVIDUAL,0.0,30055.0,0.0
23975.0,60,8.9,5,110000.0,Verified,debt_consolidation,TX,12.65,f,3862.85,0.0,INDIVIDUAL,0.0,200722.0,1.0
16000.0,36,13.53,10,70000.0,Source Verified,credit_card,MD,19.75,f,3027.06,0.0,INDIVIDUAL,337.0,345780.0,0.0
10000.0,36,9.49,2,38000.0,Source Verified,debt_consolidation,IL,27.13,f,917.43,0.0,INDIVIDUAL,0.0,47400.0,0.0
5000.0,36,13.33,10,83500.0,Verified,debt_consolidation,NY,27.59,f,358.07,0.0,INDIVIDUAL,0.0,92926.0,0.0
2500.0,36,11.22,0,8000.0,Verified,other,IN,24.02,w,21.82,0.0,INDIVIDUAL,0.0,44983.0,0.0
28800.0,60,11.53,10,72000.0,Source Verified,debt_consolidation,MN,18.18,w,2345.7,0.0,INDIVIDUAL,0.0,200311.0,0.0
25000.0,60,14.65,3,174000.0,Source Verified,house,MO,18.17,f,7634.2,0.0,INDIVIDUAL,,,1.0
25000.0,36,14.98,0,104000.0,Verified,debt_consolidation,OK,12.85,w,3735.9,0.0,INDIVIDUAL,0.0,37893.0,1.0
22000.0,60,18.99,3,60000.0,Source Verified,debt_consolidation,WA,19.6,w,669.57,0.0,INDIVIDUAL,0.0,46364.0,0.0
10500.0,36,9.17,5,150000.0,Source Verified,credit_card,TX,10.48,f,1134.25,0.0,INDIVIDUAL,0.0,298692.0,0.0
16025.0,60,13.35,10,70000.0,Not Verified,debt_consolidation,CA,25.98,w,2283.65,0.0,INDIVIDUAL,0.0,282040.0,0.0
28000.0,60,12.29,10,130000.0,Source Verified,debt_consolidation,MN,13.95,f,2156.31,0.0,INDIVIDUAL,0.0,84803.0,0.0
21900.0,60,22.99,2,59264.0,Verified,debt_consolidation,TX,37.97,f,1233.28,0.0,INDIVIDUAL,0.0,13108.0,0.0
20000.0,60,12.49,6,60000.0,Source Verified,debt_consolidation,AZ,15.66,w,3654.15,0.0,INDIVIDUAL,0.0,135764.0,0.0
15000.0,36,14.99,1,76000.0,Source Verified,debt_consolidation,AL,18.66,w,2583.56,0.0,INDIVIDUAL,614.0,280380.0,0.0
20950.0,36,13.11,10,80000.0,Verified,debt_consolidation,MD,19.35,w,4512.67,0.0,INDIVIDUAL,0.0,141850.0,1.0
13625.0,36,14.49,10,110000.0,Not Verified,debt_consolidation,CA,27.65,w,2452.23,0.0,INDIVIDUAL,0.0,720248.0,0.0
10500.0,36,7.9,10,91000.0,Source Verified,debt_consolidation,VA,14.07,f,1139.25,0.0,INDIVIDUAL,0.0,435630.0,0.0
14100.0,60,20.49,8,42000.0,Source Verified,debt_consolidation,NV,15.31,w,1826.34,0.0,INDIVIDUAL,1002.0,159905.0,0.0
7000.0,36,6.24,6,50000.0,Source Verified,credit_card,FL,21.88,w,69.45,0.0,INDIVIDUAL,0.0,31178.0,0.0
18000.0,36,12.49,5,88500.0,Source Verified,debt_consolidation,TX,22.22,f,2873.27,0.0,INDIVIDUAL,75.0,251100.0,0.0
24000.0,36,17.56,10,85000.0,Verified,debt_consolidation,CA,19.54,w,6790.29,0.0,INDIVIDUAL,0.0,19551.0,0.0
4800.0,36,17.86,10,42000.0,Not Verified,debt_consolidation,CA,31.14,f,742.66,0.0,INDIVIDUAL,0.0,271683.0,0.0
35000.0,60,11.53,10,95000.0,Verified,debt_consolidation,OK,34.04,w,3440.71,0.0,INDIVIDUAL,0.0,159483.0,0.0
8225.0,36,12.59,10,38000.0,Source Verified,debt_consolidation,MN,28.36,w,80.54,0.0,INDIVIDUAL,0.0,37414.0,0.0
10800.0,36,13.35,-1,48000.0,Source Verified,debt_consolidation,CA,16.6,f,1784.88,0.0,INDIVIDUAL,0.0,246029.0,0.0
35000.0,60,21.99,10,250000.0,Verified,debt_consolidation,AZ,11.96,w,4317.87,0.0,INDIVIDUAL,0.0,407100.0,0.0
15000.0,60,17.57,10,62000.0,Source Verified,credit_card,OH,36.37,w,893.33,0.0,INDIVIDUAL,1268.0,166560.0,0.0
18200.0,36,7.89,0,84000.0,Source Verified,credit_card,TX,30.63,w,552.6,0.0,INDIVIDUAL,0.0,185790.0,0.0
30000.0,60,25.8,6,93000.0,Verified,credit_card,TX,29.33,f,5755.04,0.0,INDIVIDUAL,0.0,90872.0,1.0
10000.0,36,16.29,2,36000.0,Verified,debt_consolidation,IN,16.66,f,563.29,0.0,INDIVIDUAL,0.0,11050.0,1.0
16000.0,60,9.99,8,125000.0,Source Verified,debt_consolidation,MI,11.52,w,381.1,0.0,INDIVIDUAL,0.0,182395.0,0.0
8000.0,36,13.99,10,52000.0,Source Verified,debt_consolidation,TX,33.69,w,267.26,0.0,INDIVIDUAL,0.0,72092.0,0.0
35000.0,36,7.26,10,120000.0,Verified,credit_card,TX,25.08,w,404.1,0.0,INDIVIDUAL,0.0,144981.0,0.0
35000.0,36,16.24,10,100000.0,Verified,vacation,CA,11.71,f,8222.27,0.0,INDIVIDUAL,0.0,463131.0,0.0
15000.0,36,7.89,7,44369.0,Verified,debt_consolidation,TX,28.43,w,249.75,0.0,INDIVIDUAL,202.0,27512.0,0.0
10000.0,36,12.29,2,46718.0,Not Verified,credit_card,FL,28.9,w,571.68,0.0,INDIVIDUAL,0.0,36625.0,0.0
24197.2036213,36,16.35,10,80004.0,Verified,small_business,GA,9.81,f,6792.85,0.0,INDIVIDUAL,,,1.0
4075.0,36,18.25,2,35000.0,Not Verified,debt_consolidation,OR,10.63,f,125.05,0.0,INDIVIDUAL,0.0,7530.0,0.0
10000.0,60,14.99,9,31500.0,Source Verified,home_improvement,NY,16.8,w,1919.2,0.0,INDIVIDUAL,0.0,10239.0,0.0
19200.0,60,12.69,3,72500.0,Source Verified,debt_consolidation,AZ,15.2,w,1527.45,0.0,INDIVIDUAL,47.0,101140.0,0.0
8500.0,36,11.22,1,56160.0,Verified,other,AL,27.0,w,74.18,0.0,INDIVIDUAL,353.0,40119.0,0.0
3600.0,36,13.33,6,55000.0,Verified,debt_consolidation,NY,12.55,w,76.4,0.0,INDIVIDUAL,0.0,15439.0,0.0
17000.0,36,12.99,1,57000.0,Not Verified,credit_card,NJ,22.44,f,1040.12,0.0,INDIVIDUAL,0.0,35701.0,0.0
11475.0,60,13.18,1,58000.0,Source Verified,credit_card,GA,20.24,w,109.23,0.0,INDIVIDUAL,1238.0,32306.0,0.0
15000.0,60,18.55,3,94000.0,Source Verified,debt_consolidation,NY,7.93,w,523.21,0.0,INDIVIDUAL,0.0,454547.0,0.0
35000.0,60,16.59,10,127000.0,Source Verified,credit_card,IL,24.08,f,5014.09,0.0,INDIVIDUAL,0.0,470814.0,0.0
10200.0,60,15.61,10,34320.0,Verified,credit_card,WA,28.71,f,2827.7,0.0,INDIVIDUAL,0.0,134646.0,0.0
2800.0,36,9.91,10,95004.0,Not Verified,debt_consolidation,OH,3.5,f,439.49,0.0,INDIVIDUAL,,,1.0
23975.0,36,10.99,4,67000.0,Verified,credit_card,CA,24.27,f,1032.05,0.0,INDIVIDUAL,0.0,48779.0,0.0
8000.0,36,14.99,3,44000.0,Verified,debt_consolidation,GA,5.65,w,1180.37,0.0,INDIVIDUAL,0.0,8009.0,0.0
12000.0,60,9.17,-1,70000.0,Not Verified,car,MI,9.37,w,440.19,0.0,INDIVIDUAL,0.0,464310.0,0.0
10000.0,36,11.44,7,45000.0,Source Verified,moving,MT,11.39,w,378.76,0.0,INDIVIDUAL,68.0,10387.0,1.0
7500.0,36,9.8,1,45000.0,Not Verified,vacation,AL,22.74,w,0.0,0.0,INDIVIDUAL,0.0,189410.0,0.0
5000.0,36,5.93,8,76273.0,Source Verified,home_improvement,OR,7.49,w,176.59,0.0,INDIVIDUAL,0.0,272084.0,0.0
21000.0,60,12.69,0,94000.0,Source Verified,debt_consolidation,IL,18.82,w,1885.37,0.0,INDIVIDUAL,0.0,57812.0,0.0
8350.0,36,10.99,4,27000.0,Verified,credit_card,AZ,27.82,w,1239.16,0.0,INDIVIDUAL,0.0,145736.0,0.0
14275.0,60,13.66,3,105000.0,Source Verified,debt_consolidation,NY,9.92,w,1668.33,0.0,INDIVIDUAL,17970.0,164799.0,0.0
3300.0,36,6.24,10,80000.0,Not Verified,credit_card,TX,12.24,f,31.6,0.0,INDIVIDUAL,0.0,25585.0,0.0
3975.0,36,19.52,3,15000.0,Not Verified,credit_card,TX,19.44,f,1206.57,0.0,INDIVIDUAL,0.0,5127.0,0.0
7000.0,36,7.69,10,85000.0,Not Verified,debt_consolidation,CA,11.5,w,655.1,0.0,INDIVIDUAL,0.0,18266.0,0.0
16000.0,36,7.89,10,77000.0,Source Verified,debt_consolidation,GA,16.99,w,91.17,0.0,INDIVIDUAL,0.0,363418.0,0.0
2200.0,60,10.37,5,103200.0,Not Verified,car,GA,2.03,f,622.04,0.0,INDIVIDUAL,,,0.0
20000.0,60,13.18,10,85000.0,Verified,credit_card,MN,15.97,w,190.38,0.0,INDIVIDUAL,0.0,144765.0,0.0
16225.0,36,17.57,5,78000.0,Verified,debt_consolidation,KY,25.43,f,900.24,0.0,INDIVIDUAL,0.0,398427.0,0.0
18000.0,36,11.67,7,85000.0,Verified,debt_consolidation,MD,9.7,w,2677.77,0.0,INDIVIDUAL,0.0,234664.0,0.0
10000.0,36,19.22,10,42000.0,Source Verified,debt_consolidation,OK,12.49,f,469.01,0.0,INDIVIDUAL,0.0,10596.0,1.0
3500.0,36,14.31,0,32000.0,Not Verified,house,IL,18.87,w,403.02,0.0,INDIVIDUAL,0.0,9303.0,0.0
15000.0,36,7.89,-1,55000.0,Not Verified,debt_consolidation,IL,27.27,f,462.01,0.0,INDIVIDUAL,0.0,178297.0,0.0
8000.0,36,18.49,4,59000.0,Not Verified,major_purchase,MA,22.68,f,1297.21,0.0,INDIVIDUAL,,,0.0
7000.0,36,12.49,9,28000.0,Source Verified,debt_consolidation,SC,29.74,f,1153.11,0.0,INDIVIDUAL,0.0,12898.0,0.0
20000.0,60,23.28,10,60000.0,Verified,debt_consolidation,FL,16.78,f,3728.3,0.0,INDIVIDUAL,0.0,24732.0,0.0
12200.0,60,27.88,2,65000.0,Source Verified,credit_card,NY,29.28,w,245.66,0.0,INDIVIDUAL,0.0,54179.0,0.0
9000.0,36,8.18,-1,60000.0,Not Verified,credit_card,CA,21.06,w,287.46,0.0,INDIVIDUAL,0.0,426743.0,0.0
15000.0,36,12.85,7,54000.0,Not Verified,credit_card,IL,8.73,f,2638.28,0.0,INDIVIDUAL,0.0,13843.0,1.0
35000.0,36,7.9,10,395000.0,Verified,credit_card,AR,10.03,w,3482.74,0.0,INDIVIDUAL,0.0,387518.0,0.0
10000.0,60,9.99,2,90000.0,Not Verified,debt_consolidation,NY,28.49,w,240.96,0.0,INDIVIDUAL,0.0,317653.0,0.0
25000.0,36,7.89,3,75000.0,Not Verified,credit_card,FL,10.19,w,1188.8,0.0,INDIVIDUAL,0.0,219417.0,0.0
9600.0,36,9.17,10,42000.0,Verified,credit_card,AZ,15.2,f,140.05,0.0,INDIVIDUAL,0.0,237866.0,0.0
12000.0,36,7.26,10,86000.0,Source Verified,credit_card,NC,10.08,f,335.1,0.0,INDIVIDUAL,1390.0,226026.0,0.0
10000.0,36,17.27,2,64000.0,Not Verified,other,CA,10.33,f,2875.22,0.0,INDIVIDUAL,,,1.0
12000.0,36,12.49,10,80000.0,Source Verified,debt_consolidation,GA,16.61,f,1557.27,0.0,INDIVIDUAL,71.0,235349.0,0.0
10000.0,36,7.69,2,45000.0,Not Verified,credit_card,PA,14.32,f,585.82,0.0,INDIVIDUAL,0.0,20327.0,1.0
16700.0,36,6.39,0,57000.0,Not Verified,debt_consolidation,WI,22.82,w,716.76,0.0,INDIVIDUAL,104.0,197020.0,0.0
21000.0,60,13.35,10,352000.0,Source Verified,credit_card,FL,3.44,w,2992.62,0.0,INDIVIDUAL,0.0,20747.0,0.0
14000.0,36,16.29,10,75000.0,Not Verified,debt_consolidation,NY,17.86,f,3279.45,0.0,INDIVIDUAL,0.0,142758.0,1.0
28000.0,60,18.92,10,65000.0,Source Verified,debt_consolidation,NJ,16.08,f,8562.01,0.0,INDIVIDUAL,0.0,39619.0,0.0
7900.0,36,12.69,1,120000.0,Source Verified,debt_consolidation,CA,8.11,f,392.75,0.0,INDIVIDUAL,0.0,47202.0,0.0
1250.0,36,9.67,5,69600.0,Source Verified,car,VA,4.84,w,177.8,0.0,INDIVIDUAL,0.0,204145.0,0.0
22500.0,60,10.99,10,94000.0,Source Verified,credit_card,NJ,18.46,w,3448.06,0.0,INDIVIDUAL,404.0,205875.0,0.0
6975.0,36,11.14,5,32000.0,Not Verified,credit_card,FL,10.54,w,1266.84,0.0,INDIVIDUAL,0.0,117882.0,1.0
3000.0,36,15.61,10,35000.0,Verified,vacation,MI,9.98,f,218.47,0.0,INDIVIDUAL,735.0,162151.0,0.0
21425.0,36,12.99,5,90000.0,Source Verified,debt_consolidation,CA,25.11,w,3181.0,0.0,INDIVIDUAL,0.0,357144.0,0.0
17925.0,60,18.25,10,54000.0,Source Verified,debt_consolidation,SC,35.8,f,2579.62,0.0,INDIVIDUAL,0.0,191042.0,0.0
4000.0,36,10.99,6,100000.0,Not Verified,debt_consolidation,PA,22.7,w,69.96,0.0,INDIVIDUAL,0.0,308369.0,0.0
25000.0,60,14.65,10,60000.0,Source Verified,credit_card,UT,18.85,w,426.48,0.0,INDIVIDUAL,0.0,201361.0,1.0
7000.0,36,10.64,10,54500.0,Verified,other,AL,13.94,w,57.93,0.0,INDIVIDUAL,0.0,42246.0,0.0
20000.0,36,7.9,3,130000.0,Source Verified,credit_card,GA,12.9,w,2524.87,0.0,INDIVIDUAL,0.0,288683.0,0.0
18900.0,36,17.14,10,46680.0,Not Verified,debt_consolidation,TX,20.15,f,2802.7,0.0,INDIVIDUAL,0.0,21982.0,0.0
10850.0,60,17.86,4,50000.0,Verified,debt_consolidation,MA,7.73,w,1028.07,0.0,INDIVIDUAL,0.0,277271.0,0.0
2525.0,36,19.24,4,38000.0,Verified,other,WV,26.69,f,37.79,0.0,INDIVIDUAL,157.0,110179.0,1.0
5000.0,36,16.55,6,49920.0,Verified,credit_card,FL,18.29,f,62.06,0.0,INDIVIDUAL,0.0,279011.0,0.0
14000.0,36,6.62,10,140000.0,Not Verified,debt_consolidation,KS,22.64,f,1465.86,0.0,INDIVIDUAL,0.0,194964.0,0.0
9600.0,36,8.18,8,45000.0,Not Verified,debt_consolidation,PA,23.17,f,419.52,0.0,INDIVIDUAL,0.0,116523.0,0.0
6500.0,36,19.97,0,39500.0,Source Verified,medical,CO,20.81,w,1698.58,0.0,INDIVIDUAL,130.0,20532.0,1.0
15000.0,36,8.19,2,90000.0,Not Verified,debt_consolidation,OH,14.52,w,926.99,0.0,INDIVIDUAL,0.0,314873.0,1.0
34750.0,36,16.99,6,350000.0,Source Verified,home_improvement,PA,4.87,f,1388.46,0.0,INDIVIDUAL,181.0,465156.0,0.0
12000.0,60,16.99,10,48333.0,Source Verified,debt_consolidation,FL,6.83,f,1150.22,0.0,INDIVIDUAL,0.0,10977.0,0.0
12000.0,60,13.35,5,60000.0,Verified,debt_consolidation,MD,3.2,f,2349.51,0.0,INDIVIDUAL,0.0,6624.0,0.0
24100.0,60,17.57,10,83000.0,Verified,debt_consolidation,CA,12.67,w,1341.92,0.0,INDIVIDUAL,0.0,377383.0,0.0
20000.0,60,15.41,10,40000.0,Source Verified,home_improvement,OH,19.65,f,493.68,0.0,INDIVIDUAL,0.0,28824.0,0.0
15450.0,36,16.59,6,43000.0,Verified,debt_consolidation,TX,9.54,f,2669.63,0.0,INDIVIDUAL,0.0,54375.0,1.0
15000.0,60,8.18,7,47000.0,Source Verified,credit_card,FL,20.33,f,295.77,0.0,INDIVIDUAL,0.0,96425.0,0.0
27000.0,60,10.99,1,85500.0,Source Verified,debt_consolidation,MA,14.15,w,1648.12,0.0,INDIVIDUAL,0.0,269898.0,0.0
10400.0,36,9.49,7,70500.0,Source Verified,debt_consolidation,LA,5.79,w,847.03,0.0,INDIVIDUAL,374.0,183709.0,0.0
5000.0,36,10.99,10,81600.0,Not Verified,debt_consolidation,AZ,16.57,f,650.73,0.0,INDIVIDUAL,0.0,288408.0,1.0
21000.0,60,11.44,0,147000.0,Verified,home_improvement,GA,10.5,w,1254.83,0.0,INDIVIDUAL,0.0,391757.0,1.0
15000.0,36,6.49,10,90000.0,Not Verified,credit_card,NJ,10.46,f,993.57,22.98,INDIVIDUAL,0.0,176367.0,0.0
16050.0,60,14.31,10,72000.0,Source Verified,debt_consolidation,MD,28.34,w,1534.16,0.0,INDIVIDUAL,1062.0,54366.0,1.0
6550.0,36,17.27,0,25000.0,Not Verified,debt_consolidation,OH,20.26,f,1877.96,0.0,INDIVIDUAL,0.0,34755.0,0.0
6000.0,36,12.29,10,54000.0,Source Verified,debt_consolidation,CA,28.71,w,229.03,0.0,INDIVIDUAL,0.0,22418.0,0.0
10000.0,36,12.85,1,55000.0,Not Verified,debt_consolidation,GA,6.76,f,1644.1,0.0,INDIVIDUAL,0.0,12396.0,0.0
11000.0,60,9.17,5,85000.0,Not Verified,credit_card,MN,14.98,w,78.46,0.0,INDIVIDUAL,0.0,94712.0,0.0
35000.0,60,13.66,10,120000.0,Source Verified,debt_consolidation,IN,26.12,w,4773.35,0.0,INDIVIDUAL,0.0,211442.0,0.0
25000.0,60,25.57,8,75000.0,Source Verified,debt_consolidation,NM,22.58,w,4060.19,0.0,INDIVIDUAL,0.0,42470.0,0.0
16975.0,36,9.71,10,110000.0,Verified,credit_card,TX,10.31,f,2572.36,0.0,INDIVIDUAL,0.0,105965.0,0.0
4800.0,36,14.33,5,28000.0,Source Verified,home_improvement,TX,5.91,f,1117.43,0.0,INDIVIDUAL,0.0,4817.0,1.0
8000.0,36,13.85,4,50000.0,Source Verified,debt_consolidation,FL,8.18,f,1819.27,0.0,INDIVIDUAL,,,1.0
8000.0,36,11.53,0,75000.0,Verified,credit_card,KS,12.0,w,558.51,0.0,INDIVIDUAL,0.0,24864.0,0.0
20000.0,36,5.32,10,96000.0,Source Verified,credit_card,MD,16.75,w,204.61,0.0,INDIVIDUAL,0.0,181809.0,0.0
10000.0,36,7.26,-1,30000.0,Not Verified,debt_consolidation,AZ,21.24,w,222.83,0.0,INDIVIDUAL,0.0,28894.0,0.0
25000.0,36,7.49,7,80000.0,Verified,debt_consolidation,NC,19.02,f,1600.67,0.0,INDIVIDUAL,59.0,146721.0,0.0
4000.0,36,20.8,3,38000.0,Not Verified,other,IL,4.99,f,733.13,0.0,INDIVIDUAL,0.0,3134.0,1.0
10000.0,36,6.92,9,95000.0,Not Verified,debt_consolidation,CA,9.79,w,546.66,0.0,INDIVIDUAL,0.0,26287.0,0.0
7125.0,36,24.08,6,66000.0,Verified,home_improvement,MS,15.05,f,924.43,0.0,INDIVIDUAL,0.0,22696.0,1.0
4375.0,36,15.1,-1,15528.0,Verified,debt_consolidation,FL,17.19,w,311.73,0.0,INDIVIDUAL,0.0,9072.0,0.0
8000.0,36,8.9,10,36000.0,Source Verified,debt_consolidation,MN,16.87,w,687.35,0.0,INDIVIDUAL,0.0,7967.0,1.0
12075.0,36,12.29,10,55000.0,Source Verified,debt_consolidation,CA,29.52,w,891.17,0.0,INDIVIDUAL,0.0,34582.0,0.0
18775.0,36,11.55,10,42000.0,Verified,credit_card,TX,33.29,f,2974.37,0.0,INDIVIDUAL,0.0,62233.0,1.0
15000.0,36,6.39,0,60000.0,Not Verified,credit_card,CA,11.36,w,581.19,0.0,INDIVIDUAL,0.0,17844.0,0.0
6000.0,36,11.53,2,152000.0,Verified,debt_consolidation,NC,12.54,f,218.62,0.0,INDIVIDUAL,0.0,101654.0,0.0
24000.0,60,15.61,0,120000.0,Source Verified,debt_consolidation,MA,15.37,w,2377.16,0.0,INDIVIDUAL,0.0,342144.0,0.0
15000.0,36,13.98,10,51310.0,Source Verified,debt_consolidation,MD,34.13,f,2174.82,0.0,INDIVIDUAL,148.0,27308.0,0.0
21000.0,60,12.99,8,124000.0,Source Verified,debt_consolidation,CA,19.38,w,3475.18,0.0,INDIVIDUAL,0.0,361564.0,0.0
28000.0,36,5.32,-1,135000.0,Not Verified,debt_consolidation,CA,21.23,w,400.06,0.0,INDIVIDUAL,0.0,589658.0,0.0
9600.0,36,11.53,1,40000.0,Not Verified,debt_consolidation,IL,21.99,f,514.52,0.0,INDIVIDUAL,52.0,23879.0,0.0
23475.0,36,10.99,-1,78967.0,Verified,credit_card,NY,27.52,f,616.04,0.0,INDIVIDUAL,75.0,59604.0,0.0
3250.0,36,14.65,5,85000.0,Source Verified,debt_consolidation,FL,13.74,f,150.71,0.0,INDIVIDUAL,139.0,45905.0,0.0
7500.0,36,7.89,-1,31000.0,Verified,debt_consolidation,TX,18.54,w,76.03,0.0,INDIVIDUAL,1875.0,14569.0,0.0
15000.0,36,12.59,10,156000.0,Verified,major_purchase,CA,12.88,w,146.88,0.0,INDIVIDUAL,726.0,102198.0,0.0
5000.0,36,10.99,-1,54828.0,Verified,other,WI,23.66,w,369.37,0.0,INDIVIDUAL,0.0,28139.0,0.0
3600.0,36,9.17,10,33400.0,Not Verified,debt_consolidation,IL,26.81,f,52.52,0.0,INDIVIDUAL,0.0,105305.0,0.0
13000.0,60,10.99,5,125667.0,Not Verified,debt_consolidation,AK,15.07,w,901.81,0.0,INDIVIDUAL,0.0,254561.0,0.0
6625.0,36,14.09,0,62000.0,Not Verified,vacation,FL,3.77,f,1536.0,0.0,INDIVIDUAL,,,1.0
26000.0,60,13.33,4,125000.0,Not Verified,credit_card,MD,6.19,w,1642.44,0.0,INDIVIDUAL,0.0,45854.0,0.0
1200.0,36,13.33,5,20000.0,Source Verified,debt_consolidation,OH,24.55,w,50.6,0.0,INDIVIDUAL,80.0,153039.0,0.0
15600.0,60,15.61,10,68000.0,Source Verified,debt_consolidation,OH,15.3,w,2779.97,0.0,INDIVIDUAL,6664.0,24618.0,0.0
5950.0,36,5.79,1,51000.0,Not Verified,debt_consolidation,WA,4.26,f,209.2,0.0,INDIVIDUAL,,,0.0
7200.0,36,6.49,1,31000.0,Source Verified,credit_card,CA,23.92,f,473.26,0.0,INDIVIDUAL,0.0,37578.0,0.0
24000.0,60,15.61,8,93000.0,Source Verified,debt_consolidation,TX,26.23,w,1207.01,0.0,INDIVIDUAL,133.0,70375.0,0.0
34950.0,60,17.86,7,125000.0,Verified,debt_consolidation,WA,32.48,w,0.0,0.0,INDIVIDUAL,0.0,401394.0,0.0
15000.0,60,14.99,3,35000.0,Not Verified,debt_consolidation,CA,24.02,f,3171.32,0.0,INDIVIDUAL,0.0,110344.0,0.0
24000.0,60,11.49,4,85500.0,Not Verified,debt_consolidation,MA,20.14,w,441.43,0.0,INDIVIDUAL,0.0,60032.0,0.0
18600.0,60,13.33,10,54000.0,Source Verified,debt_consolidation,NC,9.09,f,397.02,0.0,INDIVIDUAL,0.0,136329.0,0.0
16000.0,36,7.9,10,62000.0,Not Verified,credit_card,CA,6.06,f,1954.59,0.0,INDIVIDUAL,0.0,247211.0,0.0
28000.0,60,8.18,10,130000.0,Source Verified,debt_consolidation,VA,23.89,f,1249.34,0.0,INDIVIDUAL,0.0,318326.0,0.0
5000.0,36,18.55,10,70000.0,Source Verified,other,NY,13.99,f,1411.39,0.0,INDIVIDUAL,0.0,59740.0,0.0
10000.0,36,12.69,10,30000.0,Source Verified,debt_consolidation,NV,12.52,f,401.27,0.0,INDIVIDUAL,1970.0,85897.0,0.0
20625.0,36,15.61,10,45000.0,Source Verified,debt_consolidation,FL,28.73,f,3173.28,0.0,INDIVIDUAL,0.0,50885.0,0.0
9600.0,36,13.11,10,110000.0,Verified,home_improvement,IN,25.05,f,1908.77,0.0,INDIVIDUAL,4113.0,273600.0,0.0
33000.0,36,13.33,1,250000.0,Source Verified,major_purchase,PA,7.12,f,3254.78,0.0,INDIVIDUAL,0.0,73387.0,0.0
34100.0,36,19.52,10,156000.0,Source Verified,debt_consolidation,MN,9.85,f,4069.15,0.0,INDIVIDUAL,0.0,37979.0,0.0
5000.0,60,15.65,10,58800.0,Not Verified,car,FL,9.39,f,2090.12,0.0,INDIVIDUAL,,,1.0
15000.0,36,14.99,4,50000.0,Source Verified,debt_consolidation,NV,27.32,f,2592.17,0.0,INDIVIDUAL,0.0,41791.0,0.0
8000.0,36,19.47,4,40000.0,Source Verified,other,OR,15.21,w,1854.43,0.0,INDIVIDUAL,1800.0,44311.0,1.0
20500.0,36,12.99,2,67600.0,Source Verified,debt_consolidation,TX,20.35,w,3043.66,0.0,INDIVIDUAL,0.0,127394.0,0.0
8000.0,36,15.31,7,58000.0,Verified,car,MD,14.07,f,723.08,0.0,INDIVIDUAL,0.0,5483.0,1.0
5000.0,36,7.9,-1,15000.0,Verified,debt_consolidation,OR,12.0,f,291.49,0.0,INDIVIDUAL,,,0.0
25000.0,36,6.89,10,115000.0,Verified,car,CA,19.61,w,133.97,0.0,INDIVIDUAL,0.0,428364.0,0.0
11000.0,36,14.65,5,45000.0,Verified,other,NJ,10.11,f,256.64,0.0,INDIVIDUAL,1348.0,9301.0,0.0
5000.0,36,9.17,-1,26000.0,Verified,credit_card,CA,28.95,w,337.0,0.0,INDIVIDUAL,0.0,31307.0,0.0
25000.0,60,13.33,10,88000.0,Not Verified,debt_consolidation,NY,15.18,w,1579.27,0.0,INDIVIDUAL,0.0,103303.0,0.0
12200.0,36,5.93,10,93000.0,Verified,debt_consolidation,CA,9.72,f,478.68,0.0,INDIVIDUAL,255.0,24108.0,0.0
24975.0,60,17.57,10,100000.0,Verified,debt_consolidation,NY,13.87,f,703.83,0.0,INDIVIDUAL,0.0,209626.0,0.0
5000.0,36,6.03,1,32000.0,Not Verified,debt_consolidation,FL,7.57,f,443.62,0.0,INDIVIDUAL,0.0,117102.0,1.0
20000.0,60,13.98,7,75000.0,Source Verified,credit_card,CA,4.43,w,4862.24,0.0,INDIVIDUAL,0.0,263234.0,0.0
11700.0,36,11.14,8,44000.0,Not Verified,debt_consolidation,AR,14.21,f,1491.45,0.0,INDIVIDUAL,0.0,22280.0,0.0
25000.0,36,9.76,10,71750.0,Verified,debt_consolidation,IL,13.68,f,189.77,0.0,INDIVIDUAL,0.0,236597.0,0.0
20000.0,36,13.18,10,55000.0,Source Verified,credit_card,NJ,6.09,w,183.06,0.0,INDIVIDUAL,0.0,3306.0,0.0
10000.0,36,9.49,2,37000.0,Not Verified,credit_card,MA,18.75,f,751.93,0.0,INDIVIDUAL,0.0,59715.0,0.0
10000.0,36,7.91,3,95000.0,Source Verified,debt_consolidation,WI,12.39,w,0.0,0.0,INDIVIDUAL,0.0,264021.0,0.0
20000.0,36,9.17,10,121000.0,Not Verified,debt_consolidation,PA,13.75,f,426.98,0.0,INDIVIDUAL,0.0,354403.0,0.0
