BANK_INVESTMENT,TERM,INTEREST_RATE,EMPLOYEMENT_DURATION,EMPPLOYMENT_TITLE,ANNUAL_INCOME,STATUS,LOAN_PURPOSE,STATE,DTI,INITIAL_LIST_STATUS,RECEIVED_INTEREST_TOTAL,RECEIVED_LATE_FEE,APPLICATION_TYPE,TOTAL_COLLECTION_AMOUNT,TOTAL_CURRENT_BALANCE,LOAN_STATUS
35000.0,60 months,17.27,10+ years,G&M Body Shop West,83500.0,Verified,credit_card,OK,8.03,f,12511.07,0.0,INDIVIDUAL,0.0,152706.0,0.0
5000.0,36 months,13.66,9 years,supervisor,38000.0,Source Verified,car,NY,38.44,f,598.26,0.0,INDIVIDUAL,0.0,46048.0,0.0
35000.0,36 months,13.98,10+ years,Market General Manager,195000.0,Verified,debt_consolidation,FL,18.59,f,5359.96,0.0,INDIVIDUAL,0.0,569331.0,0.0
29175.0,36 months,18.25,< 1 year,Regional Team Lead,69600.0,Verified,debt_consolidation,MO,20.62,f,6114.34,0.0,INDIVIDUAL,0.0,40485.0,1.0
6000.0,36 months,9.67,9 years,Account Technician 1,36000.0,Source Verified,debt_consolidation,TN,21.1,f,804.33,0.0,INDIVIDUAL,303.0,82674.0,1.0
12500.0,36 months,12.49,5 years,VP of business development,100000.0,Not Verified,major_purchase,IL,13.85,f,1856.73,0.0,INDIVIDUAL,2734.0,217230.0,0.0
8000.0,36 months,14.65,2 years,Customer Service,30000.0,Source Verified,debt_consolidation,SC,15.08,w,459.79,0.0,INDIVIDUAL,0.0,31797.0,0.0
21275.0,60 months,25.89,6 years,Engineer,62694.62,Verified,debt_consolidation,NY,11.75,w,7606.38,0.0,INDIVIDUAL,0.0,18290.0,0.0
3500.0,36 months,10.99,< 1 year,Sales,49000.0,Not Verified,debt_consolidation,WA,3.41,w,519.49,0.0,INDIVIDUAL,2959.0,1805.0,0.0
15000.0,36 months,9.99,10+ years,Data Quality Manager,100000.0,Not Verified,credit_card,CA,15.41,f,464.81,0.0,INDIVIDUAL,0.0,30520.0,0.0
10000.0,60 months,20.31,9 years,General Nutrition Center,34000.0,Source Verified,debt_consolidation,FL,28.02,w,2632.86,0.0,INDIVIDUAL,0.0,21540.0,0.0
3500.0,36 months,18.75,6 years,Kollmogen Corporation,41000.0,Not Verified,credit_card,VA,16.19,f,108.43,0.0,INDIVIDUAL,0.0,25820.0,1.0
34000.0,36 months,7.69,10+ years,teacher,77360.0,Source Verified,debt_consolidation,NC,11.0,w,3199.67,0.0,INDIVIDUAL,0.0,31149.0,0.0
4000.0,36 months,15.31,2 years,Business analyst,98000.0,Verified,debt_consolidation,MD,1.24,f,608.45,0.0,INDIVIDUAL,0.0,3536.0,1.0
25000.0,36 months,16.55,10+ years,Senior General Manager,135000.0,Verified,debt_consolidation,CT,12.8,w,2520.59,0.0,INDIVIDUAL,0.0,47859.0,0.0
34900.0,60 months,17.57,< 1 year,Sales Representative,200000.0,Source Verified,debt_consolidation,TX,8.24,f,985.37,0.0,INDIVIDUAL,0.0,55293.0,0.0
10000.0,36 months,6.49,4 years,"Director, New Media",36000.0,Source Verified,debt_consolidation,CA,30.57,w,697.34,0.0,INDIVIDUAL,0.0,33027.0,0.0
8500.0,36 months,15.61,7 years,Driver,49500.0,Not Verified,debt_consolidation,CA,33.45,w,1300.4,0.0,INDIVIDUAL,413.0,241260.0,0.0
10000.0,36 months,8.9,5 years,packer,75000.0,Not Verified,debt_consolidation,TN,13.35,w,1124.63,0.0,INDIVIDUAL,0.0,69423.0,0.0
5500.0,36 months,12.29,10+ years,Adminstrative Asst.,37500.0,Not Verified,debt_consolidation,GA,21.92,f,24.41,0.0,INDIVIDUAL,0.0,180935.0,1.0
3900.0,36 months,13.33,3 years,IT Finance,170000.0,Verified,debt_consolidation,NY,4.36,f,399.41,0.0,INDIVIDUAL,0.0,41813.0,0.0
19600.0,36 months,5.32,4 years,CEO,125000.0,Source Verified,credit_card,CO,9.58,w,549.45,0.0,INDIVIDUAL,0.0,465061.0,0.0
11000.0,36 months,13.33,,,50000.0,Verified,debt_consolidation,NC,30.15,f,779.59,0.0,INDIVIDUAL,0.0,174589.0,0.0
23125.0,60 months,19.99,10+ years,Site Manager,58000.0,Source Verified,debt_consolidation,WI,24.68,f,7494.84,0.0,INDIVIDUAL,0.0,148628.0,0.0
23975.0,36 months,6.03,7 years,superintendent,80000.0,Verified,debt_consolidation,CA,21.96,f,1113.84,0.0,INDIVIDUAL,0.0,48034.0,1.0
16000.0,36 months,16.99,9 years,Marketing Director,46071.55,Not Verified,debt_consolidation,PA,21.91,f,3107.07,0.0,INDIVIDUAL,0.0,30577.0,1.0
30000.0,60 months,11.22,6 years,RN,85000.0,Source Verified,debt_consolidation,AZ,21.66,w,299.2,0.0,INDIVIDUAL,0.0,313942.0,0.0
25675.0,60 months,19.99,2 years,IT Director,200000.0,Verified,debt_consolidation,SC,23.98,w,7669.42,0.0,INDIVIDUAL,0.0,428071.0,0.0
21000.0,36 months,6.24,10+ years,Purchasing Manager,168000.0,Source Verified,credit_card,TX,19.29,w,606.14,0.0,INDIVIDUAL,0.0,320178.0,0.0
15250.0,36 months,20.31,10+ years,United states Postal Service,153000.0,Source Verified,debt_consolidation,MA,8.37,f,4854.13,0.0,INDIVIDUAL,0.0,527832.0,1.0
3000.0,36 months,7.89,3 years,TEACHER,52000.0,Source Verified,other,NJ,23.01,w,125.1,0.0,INDIVIDUAL,0.0,69407.0,0.0
14700.0,60 months,19.19,4 years,Wedding planner,35000.0,Not Verified,home_improvement,MI,27.06,w,1120.03,0.0,INDIVIDUAL,0.0,19417.0,0.0
11000.0,36 months,7.89,< 1 year,Staff Accountant,64000.0,Source Verified,credit_card,MN,22.39,w,133.22,0.0,INDIVIDUAL,0.0,23114.0,0.0
10000.0,36 months,18.85,10+ years,pantex,80000.0,Not Verified,debt_consolidation,TX,21.32,w,2978.73,18.29,INDIVIDUAL,75.0,39963.0,0.0
35000.0,60 months,18.25,7 years,Scientist,70000.0,Verified,debt_consolidation,NY,33.38,w,3572.21,0.0,INDIVIDUAL,0.0,110904.0,0.0
12250.0,36 months,16.49,7 years,supervisor,55000.0,Source Verified,debt_consolidation,WY,37.64,f,1745.59,0.0,INDIVIDUAL,0.0,168018.0,0.0
20000.0,36 months,11.49,3 years,Designer,60000.0,Source Verified,debt_consolidation,FL,20.78,w,165.97,0.0,INDIVIDUAL,0.0,38208.0,0.0
25000.0,60 months,13.49,10+ years,,60000.0,Source Verified,debt_consolidation,PA,10.42,f,6236.81,0.0,INDIVIDUAL,,,1.0
10800.0,60 months,22.15,3 years,Administrator,120000.0,Verified,other,TX,22.63,w,2400.98,0.0,INDIVIDUAL,4423.0,111949.0,1.0
5875.0,36 months,17.77,< 1 year,Cartamundi USA,75000.0,Source Verified,wedding,CA,1.34,w,1746.83,0.0,INDIVIDUAL,0.0,2274.0,1.0
3500.0,36 months,9.17,6 years,Electrical supervisor,100000.0,Verified,home_improvement,PA,14.64,w,152.41,0.0,INDIVIDUAL,0.0,47393.0,0.0
12000.0,36 months,7.26,< 1 year,F/o,55000.0,Source Verified,credit_card,GA,14.03,f,0.0,0.0,INDIVIDUAL,0.0,29624.0,0.0
14150.0,36 months,12.99,10+ years,Aquatics tech.,54000.0,Verified,debt_consolidation,CA,21.78,f,593.42,0.0,INDIVIDUAL,0.0,32447.0,1.0
10000.0,36 months,10.99,2 years,Front Desk Supervisor,60000.0,Source Verified,debt_consolidation,FL,17.88,w,1350.99,0.0,INDIVIDUAL,602.0,20765.0,0.0
9950.0,36 months,17.77,7 years,American Home Shield,38000.0,Verified,debt_consolidation,AL,10.29,f,2826.65,0.0,INDIVIDUAL,153.0,9482.0,1.0
15000.0,60 months,12.49,10+ years,Owner,110000.0,Verified,home_improvement,CO,14.61,w,2855.02,0.0,INDIVIDUAL,0.0,562627.0,0.0
34500.0,60 months,23.99,< 1 year,Owner,75000.0,Verified,credit_card,WA,5.46,f,4650.66,0.0,INDIVIDUAL,0.0,390053.0,0.0
24000.0,36 months,7.26,2 years,Senior Analyst Programmer,111000.0,Source Verified,debt_consolidation,GA,8.45,w,140.36,0.0,INDIVIDUAL,0.0,234319.0,0.0
6000.0,36 months,11.53,< 1 year,Sales Associate,45000.0,Not Verified,debt_consolidation,FL,19.17,w,321.58,0.0,INDIVIDUAL,0.0,23790.0,0.0
4100.0,36 months,9.17,10+ years,Registered Nurse,45000.0,Source Verified,debt_consolidation,VA,6.13,f,76.04,0.0,INDIVIDUAL,0.0,102263.0,0.0
5025.0,36 months,16.55,10+ years,Administrative Assistant,39987.0,Source Verified,debt_consolidation,NC,30.97,w,356.72,0.0,INDIVIDUAL,0.0,163898.0,0.0
25000.0,60 months,10.99,5 years,Sales,50000.0,Not Verified,credit_card,WA,14.16,w,662.95,0.0,INDIVIDUAL,0.0,28028.0,0.0
14875.0,36 months,12.29,2 years,Senior Banker,56000.0,Not Verified,debt_consolidation,CA,19.37,w,426.13,0.0,INDIVIDUAL,324.0,77282.0,0.0
20000.0,36 months,11.22,1 year,Client Manager,120000.0,Source Verified,credit_card,CA,7.44,f,174.53,0.0,INDIVIDUAL,0.0,25298.0,0.0
20000.0,60 months,11.53,8 years,Vice President,210000.0,Source Verified,debt_consolidation,PA,10.49,w,556.52,0.0,INDIVIDUAL,0.0,318888.0,0.0
12000.0,36 months,18.54,,,46000.0,Source Verified,debt_consolidation,MO,27.24,f,2064.3,0.0,INDIVIDUAL,880.0,136240.0,0.0
15000.0,36 months,14.09,1 year,Homestar Financial Corp,70000.0,Source Verified,debt_consolidation,GA,16.59,w,3092.19,0.0,INDIVIDUAL,0.0,209556.0,1.0
8000.0,36 months,13.68,2 years,Cystic Fibrosis Foundation,43000.0,Verified,debt_consolidation,MD,15.63,f,1690.74,0.0,INDIVIDUAL,0.0,253209.0,0.0
14375.2424458,60 months,10.74,10+ years,Bobby Cox Companies,84000.0,Source Verified,home_improvement,TX,6.29,f,3700.6,0.0,INDIVIDUAL,,,1.0
15000.0,36 months,14.99,5 years,Client Services Manager,95000.0,Not Verified,credit_card,IN,18.53,w,2796.92,0.0,INDIVIDUAL,0.0,167094.0,0.0
3000.0,36 months,8.9,10+ years,LEAD MECHANIB,155000.0,Not Verified,home_improvement,WA,13.73,w,22.25,0.0,INDIVIDUAL,0.0,471998.0,1.0
6000.0,36 months,9.99,,,24000.0,Source Verified,debt_consolidation,MD,11.7,f,141.92,0.0,INDIVIDUAL,0.0,5016.0,0.0
15000.0,60 months,24.99,1 year,sENIOR loAN oFFICER,82500.0,Verified,debt_consolidation,NY,13.69,f,5421.49,0.0,INDIVIDUAL,0.0,16765.0,0.0
21000.0,36 months,20.49,2 years,INSPECTION,77000.0,Not Verified,other,TX,19.61,f,4536.9,0.0,INDIVIDUAL,0.0,130243.0,1.0
14000.0,60 months,12.99,10+ years,office assistant,60000.0,Source Verified,debt_consolidation,MO,34.18,w,1554.27,0.0,INDIVIDUAL,0.0,140929.0,0.0
23750.0,60 months,16.99,5 years,Software Engineer,54000.0,Verified,debt_consolidation,IN,19.13,w,1300.85,0.0,INDIVIDUAL,0.0,28711.0,0.0
15000.0,36 months,9.99,2 years,President,75000.0,Not Verified,debt_consolidation,CT,19.84,w,905.57,0.0,INDIVIDUAL,0.0,292419.0,0.0
10800.0,36 months,11.44,1 year,Accounting,39000.0,Not Verified,medical,FL,22.89,f,1129.98,0.0,INDIVIDUAL,0.0,37818.0,0.0
12000.0,36 months,14.16,3 years,Regional Sales,109000.0,Not Verified,home_improvement,TX,19.77,f,2022.07,0.0,INDIVIDUAL,182.0,286422.0,1.0
35000.0,60 months,21.49,10+ years,7-11 Inc.,89000.0,Verified,debt_consolidation,CA,3.72,f,14124.34,0.0,INDIVIDUAL,0.0,232985.0,1.0
26975.0,60 months,17.57,3 years,Cellular Services,64000.0,Source Verified,debt_consolidation,NY,25.6,f,1147.08,0.0,INDIVIDUAL,0.0,55501.0,0.0
15000.0,36 months,7.89,10+ years,Registered Nurse,100000.0,Not Verified,credit_card,AK,20.74,w,785.38,0.0,INDIVIDUAL,208.0,102910.0,0.0
21600.0,36 months,8.9,3 years,Police Officer,52000.0,Source Verified,debt_consolidation,NY,6.85,f,2103.08,0.0,INDIVIDUAL,0.0,16800.0,1.0
15000.0,36 months,12.12,10+ years,coleman dairy,68000.0,Not Verified,debt_consolidation,AR,25.02,w,1982.21,0.0,INDIVIDUAL,0.0,188191.0,1.0
16000.0,36 months,13.99,10+ years,Owner,105000.0,Source Verified,debt_consolidation,NH,17.78,w,1359.45,0.0,INDIVIDUAL,695.0,622282.0,0.0
35000.0,60 months,16.99,2 years,Crane Mechanic,105000.0,Source Verified,debt_consolidation,NY,20.03,f,2859.24,0.0,INDIVIDUAL,0.0,249409.0,0.0
10975.0,36 months,12.29,10+ years,Design Manager,83000.0,Source Verified,debt_consolidation,IN,16.43,w,988.88,0.0,INDIVIDUAL,0.0,170125.0,0.0
15200.0,36 months,7.89,1 year,Service Tech,70000.0,Source Verified,credit_card,IL,16.99,w,455.3,0.0,INDIVIDUAL,0.0,191425.0,0.0
9650.0,36 months,16.59,,,23000.0,Verified,credit_card,AR,22.76,w,0.0,0.0,INDIVIDUAL,0.0,18278.0,0.0
12567.1873027,36 months,10.99,10+ years,JPMorgan Chase,44400.0,Not Verified,credit_card,AZ,15.57,f,2404.05,0.0,INDIVIDUAL,,,1.0
25000.0,36 months,15.59,7 years,Inventory,70000.0,Source Verified,debt_consolidation,OH,24.93,w,3841.31,0.0,INDIVIDUAL,705.0,217805.0,0.0
5000.0,36 months,13.98,10+ years,driver-delivery,28000.0,Verified,debt_consolidation,CA,20.87,w,561.59,0.0,INDIVIDUAL,130.0,16041.0,1.0
24000.0,60 months,8.18,10+ years,procurement analyst,55000.0,Source Verified,debt_consolidation,NY,16.71,w,937.14,0.0,INDIVIDUAL,0.0,255946.0,0.0
5500.0,36 months,10.99,1 year,driver,50000.0,Source Verified,major_purchase,MI,14.09,f,323.91,0.0,INDIVIDUAL,0.0,25804.0,0.0
15000.0,36 months,14.09,5 years,"Prakash & Ellenhorn, LLC",70000.0,Not Verified,debt_consolidation,MA,18.22,f,3476.5,0.0,INDIVIDUAL,,,1.0
12000.0,60 months,13.33,10+ years,operator,50000.0,Not Verified,major_purchase,AL,19.59,w,890.52,0.0,INDIVIDUAL,0.0,109283.0,0.0
8000.0,36 months,7.51,2 years,United States Marshals Service,52500.0,Source Verified,credit_card,CA,4.53,f,903.38,0.0,INDIVIDUAL,,,1.0
6500.0,36 months,12.29,10+ years,Paralegal,33000.0,Not Verified,other,FL,26.75,w,335.06,0.0,INDIVIDUAL,100.0,107458.0,0.0
16000.0,36 months,5.32,5 years,Assistant Manager,60000.0,Source Verified,debt_consolidation,MI,19.88,w,393.38,0.0,INDIVIDUAL,0.0,162402.0,0.0
20400.0,60 months,18.55,3 years,Paramedic,65000.0,Source Verified,debt_consolidation,CT,26.57,w,606.45,0.0,INDIVIDUAL,0.0,57397.0,0.0
15000.0,36 months,10.99,10+ years,Lieutenant,102000.0,Source Verified,debt_consolidation,OH,20.79,f,635.87,0.0,INDIVIDUAL,114.0,74400.0,0.0
15000.0,36 months,7.89,8 years,winder operator,48000.0,Source Verified,debt_consolidation,OH,24.38,w,868.05,0.0,INDIVIDUAL,97.0,40721.0,0.0
20000.0,60 months,11.53,2 years,Claims Specialist II,69500.0,Source Verified,debt_consolidation,IL,8.06,w,802.31,0.0,INDIVIDUAL,600.0,194693.0,1.0
13275.0,36 months,16.99,2 years,Lead FSR,37000.0,Not Verified,debt_consolidation,MO,23.13,f,1938.46,0.0,INDIVIDUAL,0.0,161198.0,1.0
21000.0,60 months,10.99,8 years,Pharmacist,149000.0,Source Verified,debt_consolidation,TN,16.55,w,3072.98,0.0,INDIVIDUAL,0.0,389663.0,0.0
26025.0,60 months,16.55,6 years,Assistant Controller,78000.0,Not Verified,debt_consolidation,NY,24.86,f,252.94,0.0,INDIVIDUAL,0.0,47232.0,0.0
10000.0,36 months,9.17,10+ years,Bus driver,65000.0,Not Verified,credit_card,MO,8.14,w,0.0,0.0,INDIVIDUAL,109.0,9769.0,0.0
14975.0,36 months,12.69,10+ years,Pharmacy Tech,50000.0,Source Verified,debt_consolidation,NJ,20.45,f,1011.34,0.0,INDIVIDUAL,0.0,31012.0,0.0
9000.0,60 months,18.67,10+ years,accurate concrete cutting,52000.0,Source Verified,car,CO,10.73,f,4902.29,0.0,INDIVIDUAL,,,1.0
13000.0,60 months,12.69,7 years,Planner II,47000.0,Source Verified,credit_card,MD,17.9,w,1043.38,0.0,INDIVIDUAL,0.0,15366.0,0.0
35000.0,36 months,15.59,,,72000.0,Verified,debt_consolidation,VA,16.05,w,5428.77,0.0,INDIVIDUAL,0.0,255638.0,0.0
17000.0,36 months,12.29,10+ years,CIVIL ENGINEER TECH,63000.0,Source Verified,debt_consolidation,OK,16.76,w,1121.19,0.0,INDIVIDUAL,0.0,131471.0,0.0
3725.0,36 months,13.16,2 years,Ratliff & Assoc,114000.0,Not Verified,debt_consolidation,TX,15.02,f,5148.76,35.4551173533,INDIVIDUAL,,,1.0
12000.0,36 months,10.99,10+ years,team leader,50000.0,Not Verified,debt_consolidation,TN,14.04,w,1281.58,0.0,INDIVIDUAL,0.0,131471.0,1.0
25000.0,36 months,15.31,10+ years,Project Manager,151000.0,Verified,debt_consolidation,NJ,4.18,f,2609.64,0.0,INDIVIDUAL,0.0,15354.0,1.0
12175.0,36 months,13.35,9 years,Service Assistant,29000.0,Source Verified,debt_consolidation,MD,12.54,w,2012.12,0.0,INDIVIDUAL,536.0,7482.0,0.0
7500.0,36 months,12.69,< 1 year,Senior Financial Analyst,80000.0,Verified,other,FL,31.88,f,641.29,0.0,INDIVIDUAL,55.0,63541.0,0.0
27725.0,60 months,12.69,4 years,UCSF Medical Center,115000.0,Verified,home_improvement,CA,6.66,f,9647.5,0.0,INDIVIDUAL,,,0.0
16000.0,60 months,16.99,5 years,Senior Web Design & Development,70000.0,Source Verified,debt_consolidation,NC,32.56,w,1727.41,0.0,INDIVIDUAL,0.0,234202.0,0.0
10000.0,36 months,13.98,8 years,public works director,46000.0,Source Verified,debt_consolidation,AL,28.02,f,1536.34,0.0,INDIVIDUAL,0.0,77710.0,0.0
20000.0,60 months,8.18,10+ years,driver,95000.0,Not Verified,debt_consolidation,NJ,6.63,f,261.73,0.0,INDIVIDUAL,0.0,212455.0,0.0
4375.0,36 months,18.75,5 years,Healtheast,35000.0,Source Verified,debt_consolidation,MN,21.46,w,1378.41,0.0,INDIVIDUAL,0.0,21429.0,1.0
14250.0,60 months,16.29,10+ years,Office Manager,40000.0,Not Verified,debt_consolidation,AK,23.55,w,1598.21,0.0,INDIVIDUAL,0.0,161185.0,1.0
21000.0,60 months,7.89,10+ years,Partner,140000.0,Not Verified,home_improvement,NM,11.53,w,908.1,0.0,INDIVIDUAL,0.0,301037.0,0.0
35000.0,60 months,23.99,10+ years,IT manager,95000.0,Verified,credit_card,FL,27.07,f,5325.5,0.0,INDIVIDUAL,0.0,401124.0,0.0
6000.0,36 months,13.98,< 1 year,Operations Associate,32000.0,Verified,debt_consolidation,NY,14.56,f,874.58,0.0,INDIVIDUAL,0.0,18954.0,0.0
6000.0,36 months,7.26,1 year,Office Mgr,25000.0,Source Verified,debt_consolidation,FL,25.25,w,33.88,0.0,INDIVIDUAL,0.0,19858.0,0.0
7000.0,36 months,9.49,10+ years,Technology Instructor,93000.0,Not Verified,debt_consolidation,CA,13.48,f,564.58,0.0,INDIVIDUAL,0.0,553842.0,0.0
28000.0,60 months,16.2,3 years,senior Associate,130000.0,Source Verified,debt_consolidation,VA,22.12,f,8412.44,0.0,INDIVIDUAL,0.0,192261.0,1.0
24000.0,36 months,10.49,2 years,Engineering Manager,160000.0,Verified,debt_consolidation,CA,7.86,f,2012.37,0.0,INDIVIDUAL,0.0,410054.0,0.0
12000.0,36 months,12.12,,,50756.0,Verified,credit_card,MI,27.57,f,1793.61,0.0,INDIVIDUAL,0.0,109731.0,0.0
15000.0,36 months,17.14,3 years,owner,50000.0,Source Verified,debt_consolidation,WI,23.24,f,2078.69,0.0,INDIVIDUAL,0.0,168356.0,0.0
28000.0,36 months,6.92,2 years,Vice President,181000.0,Source Verified,credit_card,IL,11.95,w,1408.12,0.0,INDIVIDUAL,0.0,546320.0,0.0
20000.0,36 months,18.99,10+ years,Postmaster,70000.0,Source Verified,debt_consolidation,MD,15.04,w,2762.65,0.0,INDIVIDUAL,0.0,20666.0,1.0
10000.0,36 months,13.11,3 years,sejong,60000.0,Not Verified,credit_card,GA,3.76,w,1909.79,0.0,INDIVIDUAL,0.0,213128.0,1.0
5625.0,36 months,13.98,,,13400.0,Verified,debt_consolidation,TN,16.31,f,861.41,0.0,INDIVIDUAL,0.0,48814.0,0.0
1500.0,36 months,14.65,8 years,Conductor,77000.0,Verified,medical,IL,29.64,w,101.21,0.0,INDIVIDUAL,0.0,79415.0,0.0
11400.0,36 months,8.67,3 years,Technical Manager,120000.0,Source Verified,debt_consolidation,CA,11.2,f,846.88,0.0,INDIVIDUAL,0.0,39168.0,0.0
6000.0,36 months,6.49,10+ years,machine operator,60000.0,Verified,home_improvement,MD,15.58,w,232.1,0.0,INDIVIDUAL,0.0,211779.0,1.0
14500.0,60 months,13.99,10+ years,Support services,48000.0,Source Verified,debt_consolidation,NC,28.1,w,45.08,0.0,INDIVIDUAL,0.0,61194.0,1.0
20000.0,60 months,24.99,< 1 year,Project Manager,95000.0,Verified,debt_consolidation,HI,15.96,w,2018.5,0.0,INDIVIDUAL,0.0,483935.0,0.0
6000.0,36 months,11.14,6 years,"Overland Solutions, Inc.",50000.0,Not Verified,home_improvement,FL,22.49,w,988.98,0.0,INDIVIDUAL,0.0,226820.0,0.0
10000.0,36 months,7.89,10+ years,Secretary,51046.42,Verified,home_improvement,LA,6.7,w,471.13,0.0,INDIVIDUAL,4074.0,5989.0,0.0
8000.0,36 months,12.39,10+ years,Receiving Clerk,42000.0,Source Verified,debt_consolidation,HI,31.57,f,789.44,0.0,INDIVIDUAL,1615.0,13792.0,0.0
21000.0,36 months,6.24,8 years,Administrative Assistant,100000.0,Source Verified,credit_card,AK,21.96,w,589.33,0.0,INDIVIDUAL,0.0,235967.0,0.0
5000.0,36 months,10.65,2 years,Southern Care Ambulance,28800.0,Not Verified,credit_card,AR,22.75,f,501.52,0.0,INDIVIDUAL,,,1.0
20000.0,36 months,13.98,6 years,Director of Food and Beverage,63000.0,Source Verified,debt_consolidation,CA,19.56,f,3916.34,0.0,INDIVIDUAL,0.0,35422.0,0.0
8000.0,36 months,14.16,4 years,Practice Manager,72000.0,Source Verified,credit_card,TX,29.2,f,1546.33,0.0,INDIVIDUAL,0.0,203267.0,0.0
6000.0,36 months,8.39,6 years,Office Manager,42000.0,Source Verified,credit_card,GA,24.29,w,512.29,0.0,INDIVIDUAL,0.0,168996.0,0.0
7500.0,36 months,10.49,7 years,Special Diagnostics Lead Technologist,62400.0,Not Verified,major_purchase,IN,18.23,w,6.56,0.0,INDIVIDUAL,0.0,41987.0,1.0
12900.0,36 months,14.33,9 years,TK Services,65000.0,Verified,debt_consolidation,CA,18.07,f,734.82,0.0,INDIVIDUAL,0.0,330177.0,1.0
32400.0,60 months,10.99,10+ years,driver,89000.0,Verified,credit_card,DE,14.58,w,2227.83,0.0,INDIVIDUAL,437.0,250484.0,0.0
4575.0,36 months,6.0,5 years,Aerodyn Wind Tunnel,62500.0,Not Verified,debt_consolidation,NC,15.28,f,2144.02,0.0,INDIVIDUAL,,,1.0
4000.0,36 months,9.17,10+ years,Legal Secretary,88000.0,Not Verified,home_improvement,MD,13.89,f,160.31,0.0,INDIVIDUAL,6117.0,304395.0,1.0
17900.0,60 months,8.9,10+ years,DALLAS ISD,40000.0,Verified,debt_consolidation,TX,23.19,f,3172.45,0.0,INDIVIDUAL,28.0,132558.0,0.0
2500.0,36 months,19.52,10+ years,Associate,80000.0,Not Verified,medical,CA,22.46,w,567.26,0.0,INDIVIDUAL,0.0,55663.0,0.0
29275.0,36 months,12.59,10+ years,Registered Nurse,92000.0,Verified,debt_consolidation,TX,16.84,w,266.19,0.0,INDIVIDUAL,0.0,223170.0,0.0
16375.0,60 months,25.8,4 years,Table Games Dealer,40000.0,Verified,debt_consolidation,NV,15.42,f,630.98,0.0,INDIVIDUAL,0.0,18139.0,1.0
16800.0,60 months,20.99,1 year,Associate,56000.0,Source Verified,debt_consolidation,NY,16.85,w,1138.8,0.0,INDIVIDUAL,1130.0,32966.0,0.0
15000.0,60 months,16.99,10+ years,Administrative Assistant,42000.0,Source Verified,debt_consolidation,AL,22.57,w,3613.96,0.0,INDIVIDUAL,0.0,174056.0,0.0
25750.0,36 months,13.98,10+ years,helpmanagment,76500.0,Verified,debt_consolidation,FL,25.69,f,4033.8,0.0,INDIVIDUAL,0.0,71589.0,0.0
8000.0,36 months,11.99,10+ years,bus driver,37826.38,Source Verified,home_improvement,LA,36.06,w,819.22,0.0,INDIVIDUAL,0.0,21616.0,0.0
14000.0,36 months,6.92,< 1 year,Sales,100000.0,Verified,debt_consolidation,NJ,8.71,w,583.15,0.0,INDIVIDUAL,0.0,16803.0,0.0
23950.0,36 months,14.65,10+ years,Human Resources Manager,66000.0,Verified,debt_consolidation,NE,36.95,f,898.4,0.0,INDIVIDUAL,0.0,199110.0,0.0
22300.0,60 months,16.99,10+ years,Planner,119000.0,Source Verified,debt_consolidation,CO,5.24,w,4032.51,0.0,INDIVIDUAL,0.0,610775.0,1.0
3500.0,36 months,12.68,4 years,US Bank,35010.0,Not Verified,debt_consolidation,MN,17.41,f,492.52,0.0,INDIVIDUAL,,,1.0
9600.0,36 months,11.22,3 years,service manager,80000.0,Source Verified,credit_card,MO,8.87,w,0.0,0.0,INDIVIDUAL,1459.0,142447.0,0.0
2000.0,36 months,16.55,9 years,Lead Sales and Service Associate,55356.0,Source Verified,vacation,MT,35.53,w,23.9,0.0,INDIVIDUAL,0.0,109492.0,0.0
8925.0,36 months,16.99,3 years,Service Technician,46000.0,Verified,debt_consolidation,IL,22.33,f,118.6,0.0,INDIVIDUAL,0.0,42286.0,0.0
20000.0,36 months,12.29,10+ years,Sr. Financial Analyst,90700.0,Source Verified,debt_consolidation,NJ,17.16,f,1655.28,0.0,INDIVIDUAL,0.0,348903.0,0.0
2225.0,36 months,17.57,3 years,OFFICE,31000.0,Source Verified,debt_consolidation,WI,16.11,f,228.77,0.0,INDIVIDUAL,0.0,10118.0,1.0
20000.0,60 months,16.2,10+ years,Financial QA Manager,106000.0,Verified,credit_card,FL,5.4,f,5511.58,0.0,INDIVIDUAL,0.0,32812.0,0.0
4725.0,36 months,13.11,6 years,b&b universal,19200.0,Not Verified,debt_consolidation,MI,12.31,f,863.54,0.0,INDIVIDUAL,,,1.0
10000.0,60 months,18.25,10+ years,Manager of EHR Application Support,81000.0,Verified,debt_consolidation,SC,25.35,w,460.7,0.0,INDIVIDUAL,0.0,91076.0,1.0
9000.0,36 months,12.29,< 1 year,Coder,47840.0,Source Verified,debt_consolidation,NJ,19.89,f,525.94,0.0,INDIVIDUAL,0.0,125011.0,0.0
15000.0,36 months,13.33,8 years,Logistics Specialist,50000.0,Not Verified,debt_consolidation,VA,24.64,f,1348.48,0.0,INDIVIDUAL,0.0,55849.0,0.0
35000.0,60 months,9.99,10+ years,Administration Manager,189000.0,Verified,credit_card,CA,19.24,w,2653.16,0.0,INDIVIDUAL,0.0,169268.0,0.0
20000.0,60 months,14.65,4 years,Armed Security officer,60000.0,Source Verified,credit_card,AR,16.18,w,914.55,0.0,INDIVIDUAL,0.0,97908.0,0.0
